скорость ПП колеса,скорость ПЛ колеса,скорость ЗП колеса,скорость ЗЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,положение рейки перед,ток рейки перед,температура рейки перед,положение рейки зад,ток рейки зад,температура рейки зад,напряжение ТАБ высокое ,ток батареи ТАБ,16:58:06.302871
0.0,,0.0,0.0,0.0,0.0,0.0,0.27,38.75,31.25,0.0,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.2,-3273.06,16:58:06.328727
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,31.25,0.0,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.3,-3273.06,16:58:07.595372
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,38.75,31.25,0.0,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.3,-3272.96,16:58:08.944018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,31.25,0.0,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.3,-3272.96,16:58:10.333933
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,38.75,31.25,0.0,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.3,-3272.66,16:58:11.628850
0.0,0.0,0.0,0.0,5.27,3.91,10.16,3.29,38.75,31.25,73.11,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.3,-3272.66,16:58:12.911630
0.89,0.92,0.89,0.9,3.0,3.91,10.16,3.29,38.75,31.25,165.31,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.3,-3272.66,16:58:14.268635
0.98,1.01,1.0,1.02,3.21,2.34,10.16,3.29,38.75,31.25,194.41,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.3,-3272.66,16:58:14.751595
1.26,1.14,1.11,1.11,2.0,2.34,10.16,3.02,38.75,31.25,221.67,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.3,-3272.66,16:58:15.141315
1.27,1.14,1.12,1.13,3.0,2.34,10.16,3.02,38.75,31.25,225.28,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.2,-3272.66,16:58:15.514113
1.25,1.18,1.19,1.17,2.0,1.56,5.08,2.75,38.75,31.25,230.01,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.2,-3272.66,16:58:15.932822
1.34,1.39,1.41,1.4,2.0,2.34,10.16,3.02,38.75,31.25,256.79,0.0,-12.0,-2560.0,-40.0,-1.0,-2550.0,-40.0,357.2,-3272.66,16:58:16.383729
1.83,1.88,1.92,1.88,1.0,1.56,5.08,2.75,38.75,31.25,336.22,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.66,16:58:16.866177
1.72,1.74,1.71,1.7,0.0,0.0,0.0,1.51,38.75,31.25,360.61,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.66,16:58:17.270205
1.5,1.48,1.46,1.45,1.0,0.0,0.0,1.51,38.75,31.25,251.56,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.66,16:58:17.645023
1.19,1.15,1.12,1.1,1.75,0.78,5.08,1.78,38.75,31.25,260.24,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.66,16:58:18.051349
0.89,0.95,0.9,0.9,5.0,3.91,10.16,2.75,38.75,31.25,286.48,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.66,16:58:18.415369
0.82,0.89,0.84,0.84,5.0,4.69,10.16,3.29,38.75,31.25,209.8,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.66,16:58:18.768247
0.89,0.9,0.88,0.88,6.0,5.47,10.16,3.29,38.75,31.25,182.75,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.66,16:58:19.141925
1.06,0.96,0.98,0.96,7.0,6.25,15.23,3.29,38.75,31.25,188.84,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.66,16:58:19.594165
1.1,1.11,1.08,1.1,6.57,5.47,10.16,3.29,38.75,31.25,211.81,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.66,16:58:19.958509
1.27,1.25,1.25,1.26,8.0,7.81,15.23,4.25,38.75,31.25,240.88,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.66,16:58:20.343640
1.56,1.42,1.4,1.41,6.0,5.47,10.16,3.02,38.75,31.25,275.74,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.66,16:58:20.716121
1.54,1.51,1.5,1.51,4.0,3.91,10.16,3.02,38.75,31.25,292.69,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.66,16:58:21.087921
1.49,1.52,1.54,1.54,5.0,4.69,10.16,3.02,38.75,31.25,301.05,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.66,16:58:21.480599
1.55,1.58,1.57,1.58,5.0,4.69,10.16,3.29,38.75,31.25,311.03,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.66,16:58:21.869154
1.7,1.63,1.61,1.63,4.0,4.69,10.16,3.02,38.75,31.25,326.66,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.66,16:58:22.258963
1.7,1.66,1.65,1.63,5.0,4.69,10.16,3.02,38.75,31.25,333.81,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.26,16:58:22.694096
1.73,1.68,1.65,1.67,4.0,3.91,10.16,3.02,38.75,31.25,330.29,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.26,16:58:23.072157
1.62,1.65,1.66,1.65,3.0,2.34,5.08,2.75,38.75,31.25,326.62,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.26,16:58:23.522460
1.65,1.5,1.58,1.52,3.36,2.34,5.08,2.75,38.75,31.25,306.72,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.26,16:58:23.912291
1.61,1.49,1.53,1.48,4.0,3.91,10.16,2.75,38.75,31.25,300.29,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.26,16:58:24.285984
1.44,1.45,1.44,1.45,4.0,3.91,10.16,3.02,38.75,31.25,293.07,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.26,16:58:24.672780
1.4,1.43,1.41,1.4,4.0,4.69,10.16,3.02,37.5,31.25,283.37,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.26,16:58:25.035634
1.45,1.41,1.4,1.41,6.0,5.47,10.16,3.29,37.5,31.25,283.76,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.26,16:58:25.393604
1.55,1.4,1.41,1.38,5.0,4.69,10.16,3.29,38.75,31.25,280.99,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.26,16:58:25.776446
1.55,1.47,1.46,1.45,6.0,5.47,10.16,3.29,38.75,31.25,288.36,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.26,16:58:26.213460
1.55,1.59,1.58,1.59,5.0,5.47,10.16,3.29,38.75,31.25,306.49,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.26,16:58:26.604630
1.67,1.66,1.63,1.65,5.0,4.69,10.16,3.29,38.75,31.25,325.13,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.2,-3272.26,16:58:26.979039
1.79,1.71,1.71,1.73,0.0,2.34,5.08,3.02,38.75,31.25,337.75,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.26,16:58:27.351935
1.66,1.65,1.63,1.63,-4.0,-0.78,5.08,1.78,38.75,31.25,283.27,-0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.26,16:58:27.742171
1.16,1.17,1.1,1.09,-3.0,-3.91,10.16,2.75,38.75,31.25,290.55,-0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.2,-3272.26,16:58:28.115316
0.82,0.79,0.84,0.8,-2.0,-1.56,5.08,2.75,38.75,31.25,204.25,-0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.4,-3273.66,16:58:28.631888
0.38,0.47,0.84,0.44,-1.0,-0.78,5.08,1.78,38.75,31.25,131.63,-0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.4,-3273.66,16:58:29.143114
0.21,0.29,0.29,0.2,-5.69,-1.56,5.08,1.51,38.75,31.25,114.22,-0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.4,-3273.66,16:58:29.563982
0.15,0.15,0.15,0.15,-7.0,-4.69,10.16,3.29,38.75,31.25,110.63,-0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.4,-3273.66,16:58:29.936945
0.0,0.0,0.0,0.0,-10.81,-8.59,15.23,4.25,38.75,31.25,110.6,-0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.4,-3273.66,16:58:30.329117
0.0,0.0,0.0,0.0,-19.0,-15.62,35.55,7.55,38.75,31.25,21.84,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.4,-3273.66,16:58:30.704700
0.72,0.49,0.58,0.63,-21.0,-19.53,45.7,9.47,38.75,31.25,115.04,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.4,-3273.66,16:58:31.078993
1.4,1.36,1.5,1.48,-3.0,-2.34,5.08,3.02,38.75,31.25,206.66,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.4,-3273.66,16:58:31.547431
1.08,1.14,1.07,1.07,-3.0,-1.56,5.08,1.78,38.75,31.25,250.2,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.4,-3273.66,16:58:31.918348
0.77,0.82,0.75,0.75,-3.0,-4.69,10.16,2.75,38.75,31.25,177.73,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.26,16:58:32.386240
0.46,0.82,0.46,0.44,-9.0,-7.81,15.23,3.29,38.75,31.25,126.47,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.26,16:58:32.806795
0.38,0.43,0.39,0.4,-13.0,-11.72,20.31,4.94,38.75,31.25,100.1,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.26,16:58:33.197704
0.74,0.75,0.77,0.75,0.0,-13.28,30.47,6.45,38.75,31.25,130.94,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.3,-3273.26,16:58:33.572265
0.83,0.82,0.83,0.85,2.0,1.56,5.08,2.75,38.75,31.25,87.49,-0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.3,-3273.26,16:58:33.960081
0.35,0.45,0.52,0.61,1.0,1.56,5.08,1.78,38.75,31.25,91.8,-0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.3,-3273.56,16:58:34.410951
0.19,0.15,0.15,0.15,0.0,0.78,5.08,1.78,38.75,31.25,93.7,-0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.56,16:58:34.802063
0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.51,38.75,31.25,93.7,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.56,16:58:35.193218
0.0,0.0,0.0,0.0,3.66,0.78,5.08,1.24,38.75,31.25,2.76,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.4,-3273.66,16:58:35.581039
0.0,0.0,0.0,0.0,4.0,3.91,10.16,3.29,38.75,31.25,1.77,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.4,-3273.66,16:58:35.970244
0.0,0.0,0.0,0.0,4.0,3.91,10.16,3.29,38.75,31.25,4.57,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.3,-3273.66,16:58:36.388079
0.0,0.0,0.0,0.0,7.0,5.47,15.23,3.29,38.75,31.25,5.17,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.3,-3273.66,16:58:36.867779
0.0,0.24,0.17,0.0,9.0,8.59,20.31,5.76,38.75,31.25,28.98,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.3,-3273.66,16:58:37.335505
0.49,0.62,0.57,0.62,8.0,7.81,20.31,4.53,38.75,31.25,90.98,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.3,-3273.66,16:58:37.740956
0.98,0.93,0.92,0.93,6.0,6.25,15.23,4.53,38.75,31.25,90.98,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:38.239025
1.1,1.12,1.13,1.13,4.0,3.91,10.16,3.29,38.75,31.25,209.88,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:38.734471
1.1,1.16,1.16,1.17,1.0,0.78,5.08,2.75,38.75,31.25,226.53,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:39.141060
1.01,1.04,1.04,1.03,1.0,0.78,5.08,1.78,38.75,31.25,216.95,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:39.561013
1.01,0.95,0.92,0.94,2.0,1.56,5.08,2.75,38.75,31.25,193.32,0.0,-12.0,-2550.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:39.936981
1.01,0.86,0.82,0.85,4.0,2.34,10.16,3.02,38.75,31.25,178.85,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.3,-3273.66,16:58:40.449837
0.89,0.88,0.88,0.87,5.0,7.81,20.31,4.53,38.75,31.25,178.85,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:40.855195
1.19,1.09,1.11,1.07,0.0,3.91,10.16,3.29,38.75,31.25,203.14,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:41.228694
0.92,0.94,0.93,0.95,-2.0,-3.91,10.16,3.02,38.75,31.25,159.71,-0.0,-12.0,-2550.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:41.682960
0.61,0.53,0.45,0.44,-1.0,-1.56,5.08,3.02,38.75,31.25,156.61,-0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:42.069126
0.34,0.3,0.27,0.41,0.0,-0.78,0.0,1.51,38.75,31.25,118.12,-0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:42.614518
0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.27,38.75,31.25,117.19,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:43.036038
0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.27,38.75,31.25,8.07,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:43.549835
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,38.75,31.25,0.08,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:44.096005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,38.75,31.25,0.0,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:44.468336
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,38.75,31.25,0.0,0.0,-12.0,-2560.0,-40.0,-2.0,-2560.0,-40.0,357.3,-3273.66,16:58:44.928617
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,38.75,31.25,0.0,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:45.268559
0.0,0.0,0.0,0.0,4.0,3.91,10.16,2.75,38.75,31.25,0.0,0.0,-12.0,-2560.0,-40.0,-2.0,-2550.0,-40.0,357.3,-3273.66,16:58:45.669080
0.35,0.0,0.0,0.0,6.0,5.47,15.23,4.53,38.75,31.25,9.4,0.0,93.0,-2540.0,-40.0,-74.0,-2520.0,-40.0,357.3,-3273.66,16:58:46.057982
0.58,0.16,0.0,0.21,5.0,4.69,10.16,4.25,38.75,31.25,152.49,0.0,93.0,-2540.0,-40.0,-13.0,-2510.0,-40.0,357.3,-3273.66,16:58:46.574987
0.55,0.41,0.48,0.37,3.0,1.56,10.16,2.75,38.75,31.25,105.17,0.0,59.0,-2540.0,-40.0,-28.0,-2550.0,-40.0,357.3,-3273.66,16:58:47.227843
0.24,0.27,0.24,0.37,4.0,0.78,5.08,1.51,38.75,31.25,84.27,0.0,50.0,-10.0,-40.0,29.0,-2540.0,-40.0,357.4,-3273.96,16:58:47.695897
0.15,0.15,0.15,0.0,5.0,4.69,15.23,3.29,38.75,31.25,84.27,0.0,50.0,-10.0,-40.0,-1.0,-2540.0,-40.0,357.4,-3273.96,16:58:48.163631
0.18,0.23,0.0,0.21,8.0,6.25,15.23,4.53,38.75,31.25,71.57,0.0,50.0,-2530.0,-40.0,-406.0,-2490.0,-40.0,357.4,-3273.96,16:58:48.707584
0.58,0.59,0.55,0.52,8.0,6.25,15.23,4.53,38.75,31.25,88.65,0.0,504.0,-2500.0,-40.0,-496.0,-2510.0,-40.0,357.4,-3273.96,16:58:49.111218
0.68,0.87,0.84,0.72,14.09,10.16,25.39,5.9,38.75,31.25,130.04,0.0,504.0,-2510.0,-40.0,-744.0,-2510.0,-40.0,357.2,-3271.96,16:58:49.549207
1.21,1.64,1.51,1.3,2.0,14.84,35.55,7.55,38.75,31.25,130.04,0.0,854.0,-2510.0,-40.0,-905.0,-2520.0,-40.0,357.2,-3271.96,16:58:49.955657
1.12,1.45,1.49,0.98,-1.0,0.0,0.0,2.75,38.75,31.25,186.38,-0.0,856.0,-2500.0,-40.0,-311.0,-2500.0,-40.0,357.2,-3271.96,16:58:50.375963
0.9,0.78,0.85,0.68,-1.0,-0.78,5.08,1.78,38.75,31.25,208.23,-0.0,316.0,-40.0,-40.0,-69.0,-2500.0,-40.0,357.2,-3271.96,16:58:50.765630
0.49,0.78,0.52,0.51,-1.0,-0.78,5.08,1.51,38.75,31.25,151.02,-0.0,141.0,-40.0,-40.0,7.0,-2510.0,-40.0,357.2,-3271.96,16:58:51.202814
0.32,0.42,0.35,0.32,-1.0,-0.78,5.08,1.78,38.75,31.25,128.19,-0.0,22.0,-40.0,-40.0,-10.0,-2540.0,-40.0,357.2,-3271.96,16:58:51.671406
0.28,0.24,0.18,0.16,0.0,0.0,0.0,1.24,38.75,31.25,95.67,0.0,28.0,-30.0,-40.0,-10.0,-2540.0,-40.0,357.2,-3271.96,16:58:52.096043
0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.27,38.75,31.25,93.52,0.0,168.0,-30.0,-40.0,-84.0,-2540.0,-40.0,357.2,-3271.96,16:58:52.533423
0.52,0.29,0.0,0.0,0.0,0.0,0.0,0.27,38.75,31.25,93.51,0.0,27.0,-10.0,-40.0,-11.0,-2540.0,-40.0,357.2,-3271.96,16:58:52.907010
0.27,0.51,0.0,0.0,0.0,0.0,0.0,0.27,38.75,31.25,2.49,0.0,50.0,-20.0,-40.0,-11.0,-2550.0,-40.0,357.2,-3271.96,16:58:53.327672
0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.27,38.75,31.25,0.02,0.0,50.0,-10.0,-40.0,-64.0,-2530.0,-40.0,357.2,-3271.96,16:58:53.778973
0.61,0.0,0.0,0.0,7.92,4.69,15.23,2.75,40.0,31.25,0.0,0.0,227.0,-2550.0,-40.0,-317.0,-2520.0,-40.0,357.2,-3271.96,16:58:54.168769
0.98,0.0,0.0,0.0,31.0,14.06,35.55,10.98,40.0,31.25,132.98,0.01,385.0,-2510.0,-40.0,-533.0,-2460.0,-40.0,357.2,-3271.96,16:58:54.557858
1.47,1.95,1.8,1.48,22.0,32.03,60.94,11.8,38.75,31.25,327.97,0.02,694.0,-2490.0,-40.0,-764.0,-2470.0,-40.0,357.2,-3271.96,16:58:54.935340
2.14,2.8,2.86,2.2,0.0,0.0,0.0,3.29,38.75,31.25,339.09,0.0,826.0,-2520.0,-40.0,-776.0,-2510.0,-40.0,357.2,-3271.96,16:58:55.309386
1.51,2.0,1.95,1.44,2.97,0.0,0.0,1.78,38.75,31.25,500.69,0.0,828.0,-2530.0,-40.0,-752.0,-2520.0,-40.0,357.2,-3271.96,16:58:55.729445
1.25,1.78,1.57,1.2,39.0,10.94,20.31,4.25,38.75,31.25,334.09,0.0,956.0,-2540.0,-40.0,-875.0,-2530.0,-40.0,357.2,-3273.46,16:58:56.106540
1.56,2.19,2.21,1.61,33.0,26.56,50.78,10.29,38.75,31.25,367.08,0.01,963.0,-2510.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:58:56.541919
2.8,3.88,3.87,2.78,29.0,35.94,66.02,13.31,38.75,31.25,598.28,0.03,963.0,-2510.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:58:56.930526
3.49,4.89,4.92,3.59,9.0,17.19,30.47,7.55,38.75,31.25,773.72,0.02,962.0,-2510.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:58:57.382429
3.41,4.65,4.68,3.39,11.54,10.16,20.31,4.94,38.75,31.25,807.1,0.01,963.0,-2500.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:58:57.772290
3.4,4.66,4.61,3.35,17.0,16.41,30.47,6.45,38.75,31.25,811.59,0.02,963.0,-2500.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:58:58.162846
3.41,4.61,4.67,3.41,10.0,10.16,20.31,4.94,38.75,31.25,778.72,0.01,963.0,-2500.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:58:58.614561
3.41,3.99,4.03,3.41,6.86,3.91,10.16,3.02,38.75,31.25,678.1,0.0,963.0,-2500.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:58:59.206650
2.52,3.32,3.23,2.39,26.0,23.44,40.62,7.55,38.75,31.25,618.73,0.02,963.0,-2510.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:58:59.597898
2.93,3.93,3.91,2.87,12.0,17.19,30.47,7.55,38.75,31.25,650.11,0.01,963.0,-2510.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:58:59.972093
2.79,3.81,3.8,2.78,11.12,10.16,20.31,4.94,38.75,31.25,660.03,0.01,963.0,-2510.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:59:00.455821
2.75,3.76,3.69,2.68,22.0,18.75,35.55,6.45,38.75,31.25,651.31,0.01,963.0,-2510.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:59:00.876138
2.89,3.88,3.87,2.81,16.0,13.28,30.47,6.04,38.75,31.25,677.82,0.01,963.0,-2500.0,-40.0,-924.0,-2530.0,-40.0,357.2,-3273.46,16:59:01.341976
2.71,3.71,3.81,2.73,10.75,10.16,20.31,4.94,38.75,31.25,636.04,0.01,963.0,-2500.0,-40.0,-924.0,-2530.0,-40.0,356.7,-3267.76,16:59:01.746084
2.46,3.41,3.38,2.48,13.81,13.28,25.39,5.76,38.75,31.25,600.98,0.01,963.0,-2500.0,-40.0,-924.0,-2530.0,-40.0,356.7,-3267.76,16:59:02.134857
2.26,3.1,3.11,2.26,14.0,11.72,20.31,4.94,38.75,31.25,534.94,0.01,963.0,-2500.0,-40.0,-924.0,-2530.0,-40.0,356.7,-3267.76,16:59:02.508407
2.25,3.04,2.99,2.16,17.0,16.41,30.47,6.45,38.75,31.25,528.66,0.01,963.0,-2500.0,-40.0,-924.0,-2530.0,-40.0,356.7,-3267.76,16:59:03.040304
2.2,3.04,3.06,2.2,16.0,14.84,25.39,6.04,38.75,31.25,517.38,0.01,963.0,-2500.0,-40.0,-924.0,-2530.0,-40.0,356.7,-3267.76,16:59:03.429504
