скорость ПП колеса,скорость ПЛ колеса,скорость ЗП колеса,скорость ЗЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,положение рейки перед,ток рейки перед,температура рейки перед,положение рейки зад,ток рейки зад,температура рейки зад,напряжение ТАБ высокое ,ток батареи ТАБ,16:58:06.302871
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,31.25,29.79,0.0,27.0,-40.0,-40.0,14.0,-2520.0,-40.0,357.1,-3274.66,16:59:54.157864
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,40.0,31.25,11.0,0.0,79.0,-2560.0,-40.0,-34.0,-2510.0,-40.0,357.1,-3274.66,16:59:54.546936
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,31.25,0.99,0.0,586.0,-2500.0,-40.0,-34.0,-2500.0,-40.0,357.1,-3274.66,16:59:55.024639
0.17,0.2,0.19,0.0,0.0,0.0,0.0,0.27,40.0,31.25,4.98,0.0,952.0,-2470.0,-40.0,-34.0,-2500.0,-40.0,357.1,-3274.06,16:59:55.491680
0.16,0.0,0.0,0.0,6.49,3.12,10.16,1.78,40.0,31.25,6.54,0.0,951.0,-2480.0,-40.0,-34.0,-2510.0,-40.0,357.1,-3274.06,16:59:55.928037
0.0,0.0,0.0,0.0,16.0,3.12,30.47,7.27,40.0,31.25,249.71,0.0,955.0,-2480.0,-40.0,-930.0,-2510.0,-40.0,357.1,-3274.06,16:59:56.535575
0.85,1.02,0.7,0.54,7.0,6.25,15.23,4.53,40.0,31.25,249.71,0.0,962.0,-2490.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3274.06,16:59:56.943601
0.85,0.79,0.6,0.59,0.0,2.34,10.16,3.02,40.0,31.25,350.03,0.0,962.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3274.46,16:59:57.642325
0.38,0.33,0.83,0.66,0.0,2.34,0.0,3.02,40.0,31.25,128.54,0.0,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3274.46,16:59:58.155933
0.15,0.15,0.15,0.0,5.64,0.0,0.0,0.27,40.0,31.25,63.1,0.0,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3274.46,16:59:58.592625
0.0,0.0,0.0,0.0,10.99,9.38,20.31,4.53,40.0,31.25,64.58,0.0,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3274.46,16:59:59.028817
0.16,0.16,0.18,0.22,18.0,13.28,25.39,5.9,40.0,31.25,60.75,0.0,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3274.46,16:59:59.437022
0.61,1.09,1.1,0.69,17.0,17.19,40.62,8.78,40.0,31.25,135.4,0.0,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3270.36,16:59:59.826472
1.32,1.09,1.58,1.17,15.0,15.62,30.47,6.45,40.0,31.25,269.21,0.01,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3270.36,17:00:00.276754
1.29,1.74,1.69,1.23,18.0,16.41,30.47,6.45,40.0,31.25,298.31,0.01,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3270.36,17:00:00.726196
1.59,2.06,2.03,1.45,23.0,16.41,40.62,8.78,40.0,31.25,352.29,0.01,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3270.36,17:00:01.165573
1.98,2.59,2.59,1.9,15.0,16.41,30.47,7.27,40.0,31.25,352.29,0.01,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3270.36,17:00:01.627725
2.06,2.81,2.8,2.06,15.0,15.62,30.47,6.45,40.0,32.5,479.54,0.01,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3270.36,17:00:02.033984
2.27,2.94,2.92,2.12,19.0,16.41,30.47,6.45,40.0,32.5,500.92,0.01,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3270.36,17:00:02.389304
2.35,3.32,3.31,2.42,23.0,20.31,35.55,7.96,40.0,32.5,568.53,0.02,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3270.36,17:00:02.841287
2.92,3.89,3.92,2.87,11.0,14.84,25.39,6.45,40.0,31.25,635.78,0.01,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,357.1,-3270.36,17:00:03.401143
2.62,3.47,3.49,2.54,13.64,9.38,20.31,4.53,40.0,32.5,614.23,0.01,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,356.8,-3270.26,17:00:03.774318
2.56,3.32,3.3,2.42,9.0,12.5,20.31,4.94,40.0,32.5,579.68,0.01,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,356.8,-3270.26,17:00:04.163784
2.34,3.03,3.07,2.19,5.0,7.81,15.23,4.25,40.0,32.5,527.49,0.0,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,356.8,-3270.26,17:00:04.636311
1.87,2.41,2.33,1.67,10.0,7.03,15.23,4.25,40.0,31.25,441.34,0.0,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,356.8,-3270.26,17:00:05.012213
1.55,2.02,1.94,1.41,5.0,8.59,15.23,4.25,40.0,31.25,371.32,0.0,964.0,-2500.0,-40.0,-952.0,-2530.0,-40.0,356.8,-3270.26,17:00:05.436282
1.18,1.21,1.27,0.97,0.0,0.0,0.0,1.78,40.0,32.5,255.7,0.0,734.0,-10.0,-40.0,-910.0,-2530.0,-40.0,356.8,-3270.26,17:00:05.823621
0.81,0.69,0.89,0.58,0.0,0.0,0.0,1.51,40.0,32.5,169.9,0.0,174.0,-60.0,-40.0,-430.0,-2520.0,-40.0,356.8,-3270.26,17:00:06.198179
0.56,0.5,0.6,0.46,0.0,0.0,0.0,0.27,40.0,32.5,123.92,0.0,-349.0,-90.0,-40.0,144.0,-2500.0,-40.0,356.8,-3270.26,17:00:06.588322
0.56,0.34,0.3,0.4,0.0,0.0,0.0,0.0,40.0,32.5,111.63,0.0,-332.0,-120.0,-40.0,825.0,-2490.0,-40.0,356.8,-3270.26,17:00:07.118641
0.37,0.15,0.16,0.15,8.94,4.69,10.16,1.78,40.0,31.25,111.63,0.0,-1008.0,-100.0,-40.0,965.0,-2490.0,-40.0,356.8,-3270.26,17:00:07.600813
0.0,0.0,0.0,0.0,25.0,23.44,40.62,7.96,40.0,31.25,103.74,0.0,-953.0,-100.0,-40.0,931.0,-2490.0,-40.0,356.8,-3270.26,17:00:08.037902
1.8,0.0,0.0,2.17,16.0,22.66,40.62,8.78,40.0,31.25,329.55,0.01,-921.0,-40.0,-40.0,883.0,-2530.0,-40.0,356.8,-3270.26,17:00:08.570462
2.61,1.93,1.96,2.6,8.56,11.72,15.23,4.25,40.0,32.5,428.85,0.0,-922.0,-30.0,-40.0,881.0,-2540.0,-40.0,356.8,-3270.26,17:00:09.053307
2.44,1.81,1.8,2.49,5.0,7.81,15.23,3.29,40.0,32.5,429.65,0.0,-923.0,-30.0,-40.0,938.0,-2540.0,-40.0,356.8,-3270.26,17:00:09.488658
2.1,1.54,1.49,1.98,8.0,8.59,15.23,3.29,40.0,32.5,384.2,0.0,-875.0,-20.0,-40.0,838.0,-2540.0,-40.0,357.0,-3273.86,17:00:09.880547
2.02,1.4,1.39,1.91,8.39,6.25,10.16,4.25,40.0,32.5,338.29,0.0,-961.0,-2550.0,-40.0,934.0,-2540.0,-40.0,357.0,-3273.86,17:00:10.253038
1.65,1.25,1.26,1.69,7.0,5.47,10.16,3.29,40.0,32.5,305.23,0.0,-977.0,-10.0,-40.0,964.0,-2520.0,-40.0,357.0,-3273.86,17:00:10.628478
1.52,1.04,1.03,1.44,11.0,8.59,15.23,4.25,40.0,31.25,262.47,0.0,-978.0,-10.0,-40.0,964.0,-2500.0,-40.0,357.0,-3273.86,17:00:11.002008
1.48,1.06,1.0,1.43,20.0,17.19,30.47,6.45,40.0,31.25,262.47,0.01,-978.0,-10.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:11.438452
2.13,1.06,1.55,2.21,17.0,14.06,30.47,6.45,40.0,32.5,351.1,0.01,-978.0,-2560.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:11.968811
2.13,1.83,1.83,2.6,16.0,16.41,30.47,6.45,40.0,32.5,416.14,0.01,-978.0,-10.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:12.373811
2.83,2.0,2.01,2.79,13.0,14.84,25.39,5.9,40.0,32.5,457.1,0.01,-978.0,-10.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:12.762344
2.78,1.94,1.96,2.78,11.0,9.38,20.31,4.94,40.0,32.5,447.93,0.01,-978.0,-10.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:13.151098
2.63,1.84,1.85,2.58,12.93,10.16,20.31,5.76,40.0,32.5,449.36,0.01,-978.0,-10.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:13.538481
2.7,1.95,1.91,2.62,17.0,16.41,30.47,6.45,40.0,32.5,466.21,0.01,-978.0,-10.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:13.924055
3.1,2.11,2.09,2.94,12.0,15.62,30.47,6.45,40.0,32.5,493.99,0.01,-978.0,-10.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:14.360483
2.89,2.11,2.11,2.9,15.0,14.84,25.39,5.9,40.0,32.5,496.02,0.01,-978.0,-10.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:14.734736
3.13,2.17,2.18,3.05,17.0,15.62,30.47,6.04,40.0,32.5,510.99,0.01,-978.0,-10.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:15.126371
3.3,2.26,2.34,3.24,15.0,15.62,30.47,6.45,40.0,32.5,546.25,0.01,-980.0,-20.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:15.562136
3.47,2.43,2.46,3.38,14.0,11.72,20.31,4.94,40.0,32.5,551.76,0.01,-1005.0,-30.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:15.952346
3.65,2.52,2.48,3.43,14.0,13.28,25.39,5.9,40.0,32.5,604.67,0.01,-1005.0,-20.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:16.327366
3.63,2.52,2.51,3.48,14.0,13.28,25.39,5.76,40.0,32.5,585.82,0.01,-1005.0,-20.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:16.763946
3.59,2.51,2.45,3.42,12.0,13.28,25.39,5.76,40.0,32.5,13000.0,0.01,-1005.0,-20.0,-40.0,964.0,-2490.0,-40.0,357.0,-3273.86,17:00:17.153071
2.94,2.13,2.09,2.92,0.0,0.0,0.0,2.75,40.0,32.5,451.64,0.0,-1005.0,-20.0,-40.0,926.0,-2490.0,-40.0,357.0,-3273.86,17:00:17.680587
1.65,1.51,1.35,1.7,0.0,0.0,0.0,1.78,40.0,32.5,345.26,0.0,-85.0,-2510.0,-40.0,313.0,-2510.0,-40.0,357.0,-3273.86,17:00:18.055106
1.26,1.11,1.14,1.15,0.0,0.0,0.0,1.24,40.0,32.5,258.49,0.0,-238.0,-2550.0,-40.0,255.0,-2490.0,-40.0,357.0,-3273.86,17:00:18.444277
0.82,0.56,0.73,0.68,0.0,0.0,0.0,0.27,40.0,32.5,181.67,0.0,-632.0,-50.0,-40.0,933.0,-2490.0,-40.0,357.0,-3273.86,17:00:19.005403
0.59,0.34,0.45,0.27,0.0,0.0,0.0,0.27,40.0,32.5,123.33,0.0,-1007.0,-90.0,-40.0,966.0,-2500.0,-40.0,357.0,-3273.86,17:00:19.457296
0.15,0.15,0.15,0.5,-6.0,-3.12,10.16,1.78,40.0,32.5,116.02,-0.0,-1007.0,-90.0,-40.0,962.0,-2490.0,-40.0,357.1,-3273.86,17:00:19.846235
0.0,0.0,0.0,0.15,-9.84,-5.47,10.16,3.29,40.0,32.5,115.97,-0.0,-1007.0,-90.0,-40.0,962.0,-2490.0,-40.0,357.1,-3273.86,17:00:20.286617
0.0,0.0,0.0,0.15,0.0,-15.0,-96.48,1.37,3.69,32.5,65.45,-0.0,-1007.0,-90.0,-40.0,962.0,-2490.0,-40.0,357.1,-3273.26,17:00:20.659270
0.0,0.0,0.0,0.0,-14.0,-14.06,25.39,4.94,40.0,32.5,39.63,-0.0,-1007.0,-90.0,-40.0,962.0,-2490.0,-40.0,357.1,-3273.26,17:00:21.049164
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,40.0,32.5,20.02,0.0,-1007.0,-90.0,-40.0,962.0,-2490.0,-40.0,357.1,-3273.26,17:00:21.439445
0.0,0.0,0.0,0.0,-5.22,0.0,5.08,1.24,40.0,32.5,18.8,0.0,-1007.0,-90.0,-40.0,962.0,-2490.0,-40.0,357.1,-3273.26,17:00:21.831684
0.0,0.0,0.0,0.0,-16.0,-12.5,20.31,4.53,40.0,32.5,18.8,0.0,-1007.0,-90.0,-40.0,962.0,-2490.0,-40.0,357.1,-3273.26,17:00:22.237555
0.19,0.0,0.0,0.89,0.0,0.0,0.0,3.29,40.0,32.5,167.98,0.0,-1025.0,-80.0,-40.0,821.0,-2480.0,-40.0,357.1,-3273.26,17:00:22.798306
0.4,0.41,0.25,0.44,0.0,0.0,0.0,1.51,40.0,32.5,186.99,0.0,-1025.0,-70.0,-40.0,978.0,-2460.0,-40.0,357.1,-3273.26,17:00:23.265909
0.27,0.15,0.16,0.22,0.0,0.0,0.0,1.51,40.0,32.5,138.91,0.0,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.1,-3273.26,17:00:23.669375
0.15,0.0,0.0,0.23,-8.0,-5.47,15.23,3.29,40.0,32.5,128.8,0.0,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.1,-3273.26,17:00:24.123910
0.0,0.0,0.0,0.15,-9.0,-7.81,20.31,4.94,40.0,32.5,97.62,0.0,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.1,-3273.26,17:00:24.514067
1.18,0.37,0.17,0.45,-8.0,-8.59,20.31,4.94,40.0,32.5,85.89,0.0,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.1,-3273.26,17:00:24.951537
0.83,0.54,0.46,0.76,-9.0,-8.59,20.31,1.09,3.29,40.0,13000.0,0.0,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.1,-3273.26,17:00:25.357135
0.91,0.73,0.67,0.94,-9.0,-8.59,20.31,4.94,40.0,40.0,155.8,0.0,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.0,-3272.76,17:00:25.747144
0.91,0.68,0.62,0.83,-9.0,-8.59,20.31,5.76,40.0,32.5,155.24,0.0,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.0,-3272.76,17:00:26.234140
0.8,0.65,0.55,0.8,-16.0,-17.97,40.62,7.96,40.0,32.5,159.16,0.0,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.0,-3272.76,17:00:26.715053
1.27,0.91,0.9,1.31,-13.0,-15.62,30.47,7.27,40.0,32.5,193.84,0.0,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.0,-3270.46,17:00:27.088849
1.16,0.92,0.9,0.8,1.35,-16.0,30.47,6.04,40.0,32.5,218.02,0.0,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.0,-3270.46,17:00:27.509555
1.3,0.88,0.87,1.18,-20.0,-19.53,35.55,7.41,40.0,32.5,216.97,0.01,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.0,-3270.46,17:00:27.895882
1.4,0.88,1.1,1.46,-20.0,-19.53,35.55,7.55,40.0,32.5,244.89,0.01,-1025.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.0,-3270.46,17:00:28.372582
1.6,1.17,1.15,1.56,-21.0,-20.31,40.62,7.55,40.0,40.0,13000.0,0.03,-13240.0,-1026.0,-60.0,978.0,-2460.0,-40.0,357.0,-3270.46,17:00:28.748445
1.76,1.24,1.2,1.64,-20.0,-19.53,35.55,7.55,40.0,32.5,291.62,0.01,-1026.0,-60.0,-40.0,978.0,-2460.0,-40.0,357.0,-3270.46,17:00:29.136665
1.73,1.29,1.2,1.69,-24.0,-22.66,40.62,8.78,40.0,32.5,295.73,0.01,-1026.0,-60.0,-40.0,978.0,978.0,-40.0,2.11,132.22,17:00:29.527547
1.73,1.44,1.37,2.03,-24.0,-23.44,45.7,8.92,40.0,32.5,333.22,0.01,-1026.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:29.977437
1.73,1.67,1.59,2.28,-23.0,-23.44,45.7,8.78,40.0,32.5,384.85,0.01,-1026.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:30.383643
2.57,1.86,1.73,2.53,-23.0,-24.0,-152.34,2.46,40.0,32.5,432.87,0.01,-1026.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:30.787909
2.82,2.02,1.73,1.99,3.05,-20.0,35.55,7.27,40.0,32.5,466.62,0.01,-1026.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:31.177466
2.98,2.12,2.08,2.87,-19.0,-20.0,35.55,7.55,40.0,32.5,500.4,0.01,-1026.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:31.568014
3.11,2.28,2.09,3.01,-19.0,-18.75,35.55,7.27,40.0,40.0,13000.0,0.07,2112.0,-1026.0,-60.0,978.0,-2470.0,-40.0,356.7,-3268.76,17:00:31.941841
3.02,2.17,2.17,3.02,-16.0,-17.97,30.47,7.27,40.0,32.5,514.18,0.01,-1026.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:32.335218
2.84,2.06,1.97,2.77,-5.0,-12.5,25.39,5.76,40.0,32.5,498.2,0.01,-1026.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:32.726226
2.11,1.52,1.43,2.05,-11.09,-7.03,15.23,4.25,40.0,32.5,407.03,0.0,-1026.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:33.147292
1.62,1.25,1.2,1.58,-16.0,-12.5,25.39,4.94,40.0,32.5,309.06,0.0,-1026.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:33.536353
1.51,1.11,1.03,1.46,-22.0,-19.53,35.55,7.55,40.0,32.5,269.93,0.01,-1026.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:34.110391
1.51,1.36,1.31,1.89,-20.0,-20.31,40.62,7.55,40.0,32.5,314.65,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:34.576522
2.06,1.46,1.39,1.99,-20.0,-20.31,35.55,7.96,40.0,32.5,343.08,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:34.968372
2.15,1.54,1.47,1.99,-18.0,-17.97,30.47,7.41,40.0,32.5,355.44,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:35.372548
2.02,1.45,1.39,1.99,-20.0,-18.75,35.55,7.27,40.0,32.5,348.74,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:35.839841
2.17,1.56,1.51,2.07,-27.0,-23.44,45.7,8.78,40.0,32.5,355.72,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:36.421508
2.67,1.94,1.91,2.73,-12.62,-9.38,20.31,5.76,40.0,32.5,431.53,0.0,-1027.0,-60.0,-40.0,978.0,-2460.0,-2460.0,2.11,132.11,17:00:36.825907
2.4,1.78,1.67,2.36,-22.0,-18.75,35.55,7.27,40.0,32.5,433.48,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:37.201301
2.66,1.87,1.84,2.58,-23.0,-23.44,45.7,8.78,40.0,32.5,437.56,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:37.588766
2.95,2.06,2.04,2.81,-20.0,-19.53,35.55,7.55,40.0,32.5,474.01,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:37.978279
2.95,2.11,2.03,2.85,-20.0,-20.31,35.55,8.78,40.0,32.5,504.49,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:38.368018
3.08,2.25,2.11,2.99,-20.0,-19.53,35.55,7.41,40.0,32.5,522.44,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:38.773626
3.24,2.29,2.16,3.09,-19.0,-18.75,35.55,7.41,40.0,32.5,534.63,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:39.209440
3.24,2.25,2.13,3.0,-6.0,-12.5,25.39,5.9,40.0,32.5,519.51,0.01,-1027.0,-60.0,-40.0,978.0,-2460.0,-40.0,356.7,-3268.76,17:00:39.708453
2.38,1.72,1.58,2.19,-6.0,-4.69,10.16,2.75,40.0,32.5,436.01,0.0,-932.0,-20.0,-40.0,921.0,-2500.0,-40.0,356.7,-3268.76,17:00:40.082952
1.75,1.27,1.28,1.69,-9.0,-7.81,15.23,4.25,40.0,32.5,331.79,0.0,-901.0,-20.0,-40.0,863.0,-2520.0,-40.0,356.7,-3268.76,17:00:40.458055
1.61,1.04,1.07,1.49,-11.0,-12.5,20.31,5.76,40.0,32.5,285.47,0.0,-901.0,-2540.0,-40.0,863.0,-2520.0,-40.0,357.0,-3272.46,17:00:41.018954
1.18,0.71,0.89,0.95,0.0,0.0,0.0,1.78,40.0,32.5,174.79,0.0,-57.0,-2510.0,-40.0,77.0,-2530.0,-40.0,357.0,-3272.46,17:00:41.457523
0.58,0.55,0.58,0.59,0.0,0.0,0.0,1.24,40.0,32.5,122.08,0.0,-55.0,-2520.0,-40.0,48.0,-2530.0,-40.0,357.0,-3272.46,17:00:41.848640
0.3,0.55,0.42,0.41,0.0,0.0,0.0,0.27,40.0,32.5,89.31,0.0,-49.0,-2530.0,-40.0,48.0,-2540.0,-40.0,357.0,-3272.46,17:00:42.300368
0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.27,40.0,32.5,86.22,0.0,-49.0,-2530.0,-40.0,48.0,-2540.0,-40.0,357.0,-3272.46,17:00:42.923315
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,22.62,0.0,-48.0,-2530.0,-40.0,48.0,-2550.0,-40.0,357.0,-3272.46,17:00:43.359652
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.5,0.4,0.0,-48.0,-2530.0,-40.0,48.0,-2550.0,-40.0,357.0,-3272.46,17:00:43.767634
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,0.0,0.0,-48.0,-2530.0,-40.0,48.0,-2550.0,-40.0,357.0,-3272.46,17:00:44.154472
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,0.0,0.0,-48.0,-2530.0,-40.0,48.0,-2550.0,-40.0,357.2,-3274.76,17:00:44.607274
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,0.0,0.0,-48.0,-2530.0,-40.0,48.0,-2550.0,-40.0,357.2,-3274.76,17:00:44.982789
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,0.0,0.0,91.0,-2510.0,-40.0,-69.0,-2530.0,-40.0,357.2,-3274.76,17:00:45.386940
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,40.0,32.5,0.0,0.0,369.0,-2450.0,-40.0,-657.0,-2480.0,-40.0,357.2,-3274.76,17:00:45.855374
0.0,0.0,0.0,0.0,5.0,1.56,5.08,1.24,40.0,32.5,0.0,0.0,779.0,-2440.0,-40.0,-843.0,-2500.0,-40.0,357.2,-3274.76,17:00:46.307837
0.0,0.0,0.0,0.0,9.7,5.47,15.23,4.25,40.0,32.5,33.28,0.0,851.0,-2470.0,-40.0,-843.0,-2510.0,-40.0,357.1,-3273.26,17:00:46.698464
0.16,0.31,0.23,0.18,24.0,23.44,55.86,10.43,40.0,32.5,33.28,0.01,852.0,-2480.0,-40.0,-813.0,-2530.0,-40.0,357.1,-3273.26,17:00:47.149531
1.47,1.95,2.03,1.5,11.0,19.53,35.55,7.96,40.0,32.5,262.6,0.01,869.0,-2490.0,-40.0,-813.0,-2530.0,-40.0,357.1,-3273.26,17:00:47.724722
1.36,1.8,1.82,1.42,9.18,5.47,10.16,3.29,40.0,32.5,344.44,0.0,813.0,-2540.0,-40.0,-767.0,-2550.0,-40.0,357.1,-3273.26,17:00:48.147159
1.36,1.56,1.46,1.16,11.03,10.16,20.31,4.53,40.0,32.5,286.68,0.0,907.0,-2520.0,-40.0,-923.0,-2540.0,-40.0,357.1,-3273.26,17:00:48.584265
